page,table_idx,x0,y0,x1,y1
4,0,39.65,130.4,559.22,610.33
5,0,40.58,165.0,559.13,718.44
6,0,39.83,107.05,559.3,350.86
7,0,40.72,153.39,559.77,692.6
8,0,39.72,139.55,559.48,358.17
9,0,40.51,155.74,557.98,307.74
11,0,40.23,120.21,558.1,521.76
12,0,39.8,121.19,558.07,521.29
15,0,39.67,105.49,558.66,732.82
