page,table_idx,x0,y0,x1,y1
1,0,67.36,423.29,539.01,680.57
2,0,68.86,112.42,545.47,356.46
4,0,71.27,110.94,543.33,336.94
5,0,69.54,113.68,541.13,304.65
7,0,69.49,107.74,531.05,712.45
