page,table_idx,x0,y0,x1,y1
4,0,52.9,140.29,569.61,533.53
5,0,52.72,173.31,571.27,687.87
6,0,52.83,117.73,570.79,278.45
7,0,52.79,140.51,571.85,612.68
8,0,52.92,164.52,569.98,312.6
10,0,53.14,133.12,570.19,533.99
11,0,52.99,133.02,571.14,534.28
14,0,52.88,116.83,570.98,744.75
