page,table_idx,x0,y0,x1,y1
4,0,39.59,130.64,558.92,617.71
5,0,40.12,163.72,559.22,715.3
6,0,40.64,106.43,559.38,363.13
7,0,42.93,154.0,560.26,739.56
8,0,39.66,139.76,559.53,357.97
9,0,40.34,155.38,557.93,308.34
11,0,40.0,123.85,558.01,521.12
12,0,39.8,120.71,558.06,521.29
15,0,39.67,105.49,558.66,732.82
