page,table_idx,x0,y0,x1,y1
4,0,39.66,130.55,559.17,610.2
5,0,39.71,156.46,559.05,704.13
6,0,40.55,107.29,558.82,337.3
7,0,39.15,153.48,559.38,691.32
8,0,39.52,139.62,559.59,358.07
9,0,40.41,155.53,557.88,308.01
11,0,40.32,119.65,558.11,521.71
12,0,39.83,121.02,558.0,521.29
15,0,39.67,105.49,558.66,732.82
