institution,period,table_type,table_title,section_no,line_no,row_lvl1,row_lvl2,row_lvl3,row_lvl4,row_lvl5,row_depth,col_lvl1,col_lvl2,col_depth,value_num,value_raw,cell_state,is_shade,colspan,concept_key,geo_key,row_header_id,col_header_id,doc_id,table_id,row_id,col_id,row_hierarchy
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,19,RSF Item,Performing loans and securities:,Performing loans to financial institutions secured by non-Level 1 HQLA and unsecured performing loans to financial institutions,,,3,Unweighted value by residual maturity,6 months to <1 yr,2,8016.0,"8,016",reported,0,1,,,21,3,dbs_4q23_p3,nsfr_dec23,21,3,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,19,RSF Item,Performing loans and securities:,Performing loans to financial institutions secured by non-Level 1 HQLA and unsecured performing loans to financial institutions,,,3,Unweighted value by residual maturity,≥ 1yr,2,11893.0,"11,893",reported,0,1,,,21,4,dbs_4q23_p3,nsfr_dec23,21,4,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,19,RSF Item,Performing loans and securities:,Performing loans to financial institutions secured by non-Level 1 HQLA and unsecured performing loans to financial institutions,,,3,Weighted value,,1,21345.0,"21,345",reported,0,1,,,21,5,dbs_4q23_p3,nsfr_dec23,21,5,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,20,RSF Item,Performing loans and securities:,"Performing loans to non-financial corporate clients, loans to retail and small business customers, and loans to sovereigns, central banks and PSEs, of which:",,,3,Unweighted value by residual maturity,No Maturity,2,7654.0,"7,654",reported,0,1,,,22,1,dbs_4q23_p3,nsfr_dec23,22,1,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,20,RSF Item,Performing loans and securities:,"Performing loans to non-financial corporate clients, loans to retail and small business customers, and loans to sovereigns, central banks and PSEs, of which:",,,3,Unweighted value by residual maturity,< 6 months,2,158146.0,"158,146",reported,0,1,,,22,2,dbs_4q23_p3,nsfr_dec23,22,2,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,20,RSF Item,Performing loans and securities:,"Performing loans to non-financial corporate clients, loans to retail and small business customers, and loans to sovereigns, central banks and PSEs, of which:",,,3,Unweighted value by residual maturity,6 months to <1 yr,2,25087.0,"25,087",reported,0,1,,,22,3,dbs_4q23_p3,nsfr_dec23,22,3,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,20,RSF Item,Performing loans and securities:,"Performing loans to non-financial corporate clients, loans to retail and small business customers, and loans to sovereigns, central banks and PSEs, of which:",,,3,Unweighted value by residual maturity,≥ 1yr,2,163054.0,"163,054",reported,0,1,,,22,4,dbs_4q23_p3,nsfr_dec23,22,4,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,20,RSF Item,Performing loans and securities:,"Performing loans to non-financial corporate clients, loans to retail and small business customers, and loans to sovereigns, central banks and PSEs, of which:",,,3,Weighted value,,1,214989.0,"214,989",reported,0,1,,,22,5,dbs_4q23_p3,nsfr_dec23,22,5,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,21,RSF Item,Performing loans and securities:,"Performing loans to non-financial corporate clients, loans to retail and small business customers, and loans to sovereigns, central banks and PSEs, of which:",With a risk weight of less than or equal to 35% under MAS Notice 637's standardised approach to credit risk,,4,Unweighted value by residual maturity,No Maturity,2,,-,null,0,1,,,23,1,dbs_4q23_p3,nsfr_dec23,23,1,3
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,21,RSF Item,Performing loans and securities:,"Performing loans to non-financial corporate clients, loans to retail and small business customers, and loans to sovereigns, central banks and PSEs, of which:",With a risk weight of less than or equal to 35% under MAS Notice 637's standardised approach to credit risk,,4,Unweighted value by residual maturity,< 6 months,2,64868.0,"64,868",reported,0,1,,,23,2,dbs_4q23_p3,nsfr_dec23,23,2,3
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,21,RSF Item,Performing loans and securities:,"Performing loans to non-financial corporate clients, loans to retail and small business customers, and loans to sovereigns, central banks and PSEs, of which:",With a risk weight of less than or equal to 35% under MAS Notice 637's standardised approach to credit risk,,4,Unweighted value by residual maturity,6 months to <1 yr,2,2074.0,"2,074",reported,0,1,,,23,3,dbs_4q23_p3,nsfr_dec23,23,3,3
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,21,RSF Item,Performing loans and securities:,"Performing loans to non-financial corporate clients, loans to retail and small business customers, and loans to sovereigns, central banks and PSEs, of which:",With a risk weight of less than or equal to 35% under MAS Notice 637's standardised approach to credit risk,,4,Unweighted value by residual maturity,≥ 1yr,2,5719.0,"5,719",reported,0,1,,,23,4,dbs_4q23_p3,nsfr_dec23,23,4,3
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,21,RSF Item,Performing loans and securities:,"Performing loans to non-financial corporate clients, loans to retail and small business customers, and loans to sovereigns, central banks and PSEs, of which:",With a risk weight of less than or equal to 35% under MAS Notice 637's standardised approach to credit risk,,4,Weighted value,,1,42883.0,"42,883",reported,0,1,,,23,5,dbs_4q23_p3,nsfr_dec23,23,5,3
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,22,RSF Item,Performing loans and securities:,"Performing residential mortgages, of which:",,,3,Unweighted value by residual maturity,No Maturity,2,,-,null,0,1,,,24,1,dbs_4q23_p3,nsfr_dec23,24,1,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,22,RSF Item,Performing loans and securities:,"Performing residential mortgages, of which:",,,3,Unweighted value by residual maturity,< 6 months,2,2495.0,"2,495",reported,0,1,,,24,2,dbs_4q23_p3,nsfr_dec23,24,2,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,22,RSF Item,Performing loans and securities:,"Performing residential mortgages, of which:",,,3,Unweighted value by residual maturity,6 months to <1 yr,2,1893.0,"1,893",reported,0,1,,,24,3,dbs_4q23_p3,nsfr_dec23,24,3,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,22,RSF Item,Performing loans and securities:,"Performing residential mortgages, of which:",,,3,Unweighted value by residual maturity,≥ 1yr,2,81900.0,"81,900",reported,0,1,,,24,4,dbs_4q23_p3,nsfr_dec23,24,4,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,22,RSF Item,Performing loans and securities:,"Performing residential mortgages, of which:",,,3,Weighted value,,1,59910.0,"59,910",reported,0,1,,,24,5,dbs_4q23_p3,nsfr_dec23,24,5,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,23,RSF Item,Performing loans and securities:,"Performing residential mortgages, of which:",With a risk weight of less than or equal to 35% under MAS Notice 637's standardised approach to credit risk,,4,Unweighted value by residual maturity,No Maturity,2,,-,null,0,1,,,25,1,dbs_4q23_p3,nsfr_dec23,25,1,3
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,23,RSF Item,Performing loans and securities:,"Performing residential mortgages, of which:",With a risk weight of less than or equal to 35% under MAS Notice 637's standardised approach to credit risk,,4,Unweighted value by residual maturity,< 6 months,2,2495.0,"2,495",reported,0,1,,,25,2,dbs_4q23_p3,nsfr_dec23,25,2,3
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,23,RSF Item,Performing loans and securities:,"Performing residential mortgages, of which:",With a risk weight of less than or equal to 35% under MAS Notice 637's standardised approach to credit risk,,4,Unweighted value by residual maturity,6 months to <1 yr,2,1867.0,"1,867",reported,0,1,,,25,3,dbs_4q23_p3,nsfr_dec23,25,3,3
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,23,RSF Item,Performing loans and securities:,"Performing residential mortgages, of which:",With a risk weight of less than or equal to 35% under MAS Notice 637's standardised approach to credit risk,,4,Unweighted value by residual maturity,≥ 1yr,2,80713.0,"80,713",reported,0,1,,,25,4,dbs_4q23_p3,nsfr_dec23,25,4,3
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,23,RSF Item,Performing loans and securities:,"Performing residential mortgages, of which:",With a risk weight of less than or equal to 35% under MAS Notice 637's standardised approach to credit risk,,4,Weighted value,,1,58879.0,"58,879",reported,0,1,,,25,5,dbs_4q23_p3,nsfr_dec23,25,5,3
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,24,RSF Item,Performing loans and securities:,"Securities that are not in default and do not qualify as HQLA, including exchange-traded equities",,,3,Unweighted value by residual maturity,No Maturity,2,,-,null,0,1,,,26,1,dbs_4q23_p3,nsfr_dec23,26,1,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,24,RSF Item,Performing loans and securities:,"Securities that are not in default and do not qualify as HQLA, including exchange-traded equities",,,3,Unweighted value by residual maturity,< 6 months,2,6456.0,"6,456",reported,0,1,,,26,2,dbs_4q23_p3,nsfr_dec23,26,2,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,24,RSF Item,Performing loans and securities:,"Securities that are not in default and do not qualify as HQLA, including exchange-traded equities",,,3,Unweighted value by residual maturity,6 months to <1 yr,2,7189.0,"7,189",reported,0,1,,,26,3,dbs_4q23_p3,nsfr_dec23,26,3,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,24,RSF Item,Performing loans and securities:,"Securities that are not in default and do not qualify as HQLA, including exchange-traded equities",,,3,Unweighted value by residual maturity,≥ 1yr,2,29764.0,"29,764",reported,0,1,,,26,4,dbs_4q23_p3,nsfr_dec23,26,4,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,24,RSF Item,Performing loans and securities:,"Securities that are not in default and do not qualify as HQLA, including exchange-traded equities",,,3,Weighted value,,1,32122.0,"32,122",reported,0,1,,,26,5,dbs_4q23_p3,nsfr_dec23,26,5,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,25,RSF Item,Assets with matching interdependent liabilities,,,,2,Unweighted value by residual maturity,No Maturity,2,,-,null,0,1,,,27,1,dbs_4q23_p3,nsfr_dec23,27,1,1
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,25,RSF Item,Assets with matching interdependent liabilities,,,,2,Unweighted value by residual maturity,< 6 months,2,986.0,986,reported,0,1,,,27,2,dbs_4q23_p3,nsfr_dec23,27,2,1
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,25,RSF Item,Assets with matching interdependent liabilities,,,,2,Unweighted value by residual maturity,6 months to <1 yr,2,,-,null,0,1,,,27,3,dbs_4q23_p3,nsfr_dec23,27,3,1
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,25,RSF Item,Assets with matching interdependent liabilities,,,,2,Unweighted value by residual maturity,≥ 1yr,2,,-,null,0,1,,,27,4,dbs_4q23_p3,nsfr_dec23,27,4,1
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,25,RSF Item,Assets with matching interdependent liabilities,,,,2,Weighted value,,1,,-,null,0,1,,,27,5,dbs_4q23_p3,nsfr_dec23,27,5,1
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,26,RSF Item,Other assets:,,,,2,Unweighted value by residual maturity,No Maturity,2,16222.0,"16,222",reported,0,1,,,28,1,dbs_4q23_p3,nsfr_dec23,28,1,1
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,26,RSF Item,Other assets:,,,,2,Unweighted value by residual maturity,< 6 months,2,27775.0,"27,775",reported,0,3,,,28,2,dbs_4q23_p3,nsfr_dec23,28,2,1
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,26,RSF Item,Other assets:,,,,2,Weighted value,,1,28087.0,"28,087",reported,0,1,,,28,5,dbs_4q23_p3,nsfr_dec23,28,5,1
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,27,RSF Item,Other assets:,"Physical trade commodities, including gold",,,3,Unweighted value by residual maturity,No Maturity,2,22.0,22,reported,0,1,,,29,1,dbs_4q23_p3,nsfr_dec23,29,1,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,27,RSF Item,Other assets:,"Physical trade commodities, including gold",,,3,Unweighted value by residual maturity,< 6 months,2,,-,null,0,1,,,29,2,dbs_4q23_p3,nsfr_dec23,29,2,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,27,RSF Item,Other assets:,"Physical trade commodities, including gold",,,3,Unweighted value by residual maturity,6 months to <1 yr,2,,-,null,0,1,,,29,3,dbs_4q23_p3,nsfr_dec23,29,3,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,27,RSF Item,Other assets:,"Physical trade commodities, including gold",,,3,Unweighted value by residual maturity,≥ 1yr,2,,-,null,0,1,,,29,4,dbs_4q23_p3,nsfr_dec23,29,4,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,27,RSF Item,Other assets:,"Physical trade commodities, including gold",,,3,Weighted value,,1,19.0,19,reported,0,1,,,29,5,dbs_4q23_p3,nsfr_dec23,29,5,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,28,RSF Item,Other assets:,Assets posted as initial margin for derivative contracts and contributions to default funds of CCPs,,,3,Unweighted value by residual maturity,No Maturity,2,,-,null,0,1,,,30,1,dbs_4q23_p3,nsfr_dec23,30,1,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,28,RSF Item,Other assets:,Assets posted as initial margin for derivative contracts and contributions to default funds of CCPs,,,3,Unweighted value by residual maturity,< 6 months,2,2579.0,"2,579",reported,0,3,,,30,2,dbs_4q23_p3,nsfr_dec23,30,2,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,28,RSF Item,Other assets:,Assets posted as initial margin for derivative contracts and contributions to default funds of CCPs,,,3,Weighted value,,1,2192.0,"2,192",reported,0,1,,,30,5,dbs_4q23_p3,nsfr_dec23,30,5,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,29,RSF Item,Other assets:,NSFR derivative assets,,,3,Unweighted value by residual maturity,No Maturity,2,,-,null,0,1,,,31,1,dbs_4q23_p3,nsfr_dec23,31,1,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,29,RSF Item,Other assets:,NSFR derivative assets,,,3,Unweighted value by residual maturity,< 6 months,2,8754.0,"8,754",reported,0,3,,,31,2,dbs_4q23_p3,nsfr_dec23,31,2,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,29,RSF Item,Other assets:,NSFR derivative assets,,,3,Weighted value,,1,4991.0,"4,991",reported,0,1,,,31,5,dbs_4q23_p3,nsfr_dec23,31,5,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,30,RSF Item,Other assets:,NSFR derivative liabilities before deduction of variation margin posted,,,3,Unweighted value by residual maturity,No Maturity,2,,-,null,0,1,,,32,1,dbs_4q23_p3,nsfr_dec23,32,1,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,30,RSF Item,Other assets:,NSFR derivative liabilities before deduction of variation margin posted,,,3,Unweighted value by residual maturity,< 6 months,2,10985.0,"10,985",reported,0,3,,,32,2,dbs_4q23_p3,nsfr_dec23,32,2,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,30,RSF Item,Other assets:,NSFR derivative liabilities before deduction of variation margin posted,,,3,Weighted value,,1,549.0,549,reported,0,1,,,32,5,dbs_4q23_p3,nsfr_dec23,32,5,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,31,RSF Item,Other assets:,All other assets not included in the above categories,,,3,Unweighted value by residual maturity,No Maturity,2,16200.0,"16,200",reported,0,1,,,33,1,dbs_4q23_p3,nsfr_dec23,33,1,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,31,RSF Item,Other assets:,All other assets not included in the above categories,,,3,Unweighted value by residual maturity,< 6 months,2,1321.0,"1,321",reported,0,1,,,33,2,dbs_4q23_p3,nsfr_dec23,33,2,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,31,RSF Item,Other assets:,All other assets not included in the above categories,,,3,Unweighted value by residual maturity,6 months to <1 yr,2,,-,null,0,1,,,33,3,dbs_4q23_p3,nsfr_dec23,33,3,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,31,RSF Item,Other assets:,All other assets not included in the above categories,,,3,Unweighted value by residual maturity,≥ 1yr,2,4136.0,"4,136",reported,0,1,,,33,4,dbs_4q23_p3,nsfr_dec23,33,4,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,31,RSF Item,Other assets:,All other assets not included in the above categories,,,3,Weighted value,,1,20336.0,"20,336",reported,0,1,,,33,5,dbs_4q23_p3,nsfr_dec23,33,5,2
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,32,RSF Item,Off-balance sheet items,,,,2,Unweighted value by residual maturity,No Maturity,2,,-,null,0,1,,,34,1,dbs_4q23_p3,nsfr_dec23,34,1,1
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,32,RSF Item,Off-balance sheet items,,,,2,Unweighted value by residual maturity,< 6 months,2,464083.0,"464,083",reported,0,3,,,34,2,dbs_4q23_p3,nsfr_dec23,34,2,1
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,32,RSF Item,Off-balance sheet items,,,,2,Weighted value,,1,3806.0,"3,806",reported,0,1,,,34,5,dbs_4q23_p3,nsfr_dec23,34,5,1
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,33,RSF Item,Total RSF,,,,2,Unweighted value by residual maturity,No Maturity,2,,,empty,1,4,rsf_total,,35,1,dbs_4q23_p3,nsfr_dec23,35,1,1
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,33,RSF Item,Total RSF,,,,2,Weighted value,,1,380515.0,"380,515",reported,0,1,rsf_total,,35,5,dbs_4q23_p3,nsfr_dec23,35,5,1
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,34,RSF Item,Net Stable Funding Ratio (%),,,,2,Unweighted value by residual maturity,No Maturity,2,,,empty,1,4,nsfr_ratio,,38,1,dbs_4q23_p3,nsfr_dec23,36,1,1
DBS Group Holdings Ltd,2023-12-31,nsfr,NSFR Disclosure Template,1.1,34,RSF Item,Net Stable Funding Ratio (%),,,,2,Weighted value,,1,118.0,118,reported,0,1,nsfr_ratio,,38,5,dbs_4q23_p3,nsfr_dec23,36,5,1
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,1,ASF Item,Capital:,,,,2,Unweighted value by residual maturity,No Maturity,2,63084.0,"63,084",reported,0,1,asf_capital,,2,1,dbs_4q23_p3,nsfr_sep23,2,1,1
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,1,ASF Item,Capital:,,,,2,Unweighted value by residual maturity,< 6 months,2,,-,null,0,1,asf_capital,,2,2,dbs_4q23_p3,nsfr_sep23,2,2,1
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,1,ASF Item,Capital:,,,,2,Unweighted value by residual maturity,6 months to <1 yr,2,,-,null,0,1,asf_capital,,2,3,dbs_4q23_p3,nsfr_sep23,2,3,1
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,1,ASF Item,Capital:,,,,2,Unweighted value by residual maturity,≥ 1yr,2,,-,null,0,1,asf_capital,,2,4,dbs_4q23_p3,nsfr_sep23,2,4,1
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,1,ASF Item,Capital:,,,,2,Weighted value,,1,63084.0,"63,084",reported,0,1,asf_capital,,2,5,dbs_4q23_p3,nsfr_sep23,2,5,1
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,2,ASF Item,Capital:,Regulatory capital,,,3,Unweighted value by residual maturity,No Maturity,2,63084.0,"63,084",reported,0,1,asf_capital_reg,,3,1,dbs_4q23_p3,nsfr_sep23,3,1,2
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,2,ASF Item,Capital:,Regulatory capital,,,3,Unweighted value by residual maturity,< 6 months,2,,-,null,0,1,asf_capital_reg,,3,2,dbs_4q23_p3,nsfr_sep23,3,2,2
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,2,ASF Item,Capital:,Regulatory capital,,,3,Unweighted value by residual maturity,6 months to <1 yr,2,,-,null,0,1,asf_capital_reg,,3,3,dbs_4q23_p3,nsfr_sep23,3,3,2
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,2,ASF Item,Capital:,Regulatory capital,,,3,Unweighted value by residual maturity,≥ 1yr,2,,-,null,0,1,asf_capital_reg,,3,4,dbs_4q23_p3,nsfr_sep23,3,4,2
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,2,ASF Item,Capital:,Regulatory capital,,,3,Weighted value,,1,63084.0,"63,084",reported,0,1,asf_capital_reg,,3,5,dbs_4q23_p3,nsfr_sep23,3,5,2
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,3,ASF Item,Capital:,Other capital instruments,,,3,Unweighted value by residual maturity,No Maturity,2,,-,null,0,1,asf_capital_other,,4,1,dbs_4q23_p3,nsfr_sep23,4,1,2
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,3,ASF Item,Capital:,Other capital instruments,,,3,Unweighted value by residual maturity,< 6 months,2,,-,null,0,1,asf_capital_other,,4,2,dbs_4q23_p3,nsfr_sep23,4,2,2
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,3,ASF Item,Capital:,Other capital instruments,,,3,Unweighted value by residual maturity,6 months to <1 yr,2,,-,null,0,1,asf_capital_other,,4,3,dbs_4q23_p3,nsfr_sep23,4,3,2
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,3,ASF Item,Capital:,Other capital instruments,,,3,Unweighted value by residual maturity,≥ 1yr,2,,-,null,0,1,asf_capital_other,,4,4,dbs_4q23_p3,nsfr_sep23,4,4,2
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,3,ASF Item,Capital:,Other capital instruments,,,3,Weighted value,,1,,-,null,0,1,asf_capital_other,,4,5,dbs_4q23_p3,nsfr_sep23,4,5,2
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,4,ASF Item,Retail deposits and deposits from small business customers:,,,,2,Unweighted value by residual maturity,No Maturity,2,183235.0,"183,235",reported,0,1,asf_retail,,5,1,dbs_4q23_p3,nsfr_sep23,5,1,1
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,4,ASF Item,Retail deposits and deposits from small business customers:,,,,2,Unweighted value by residual maturity,< 6 months,2,97234.0,"97,234",reported,0,1,asf_retail,,5,2,dbs_4q23_p3,nsfr_sep23,5,2,1
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,4,ASF Item,Retail deposits and deposits from small business customers:,,,,2,Unweighted value by residual maturity,6 months to <1 yr,2,5916.0,"5,916",reported,0,1,asf_retail,,5,3,dbs_4q23_p3,nsfr_sep23,5,3,1
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,4,ASF Item,Retail deposits and deposits from small business customers:,,,,2,Unweighted value by residual maturity,≥ 1yr,2,296.0,296,reported,0,1,asf_retail,,5,4,dbs_4q23_p3,nsfr_sep23,5,4,1
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,4,ASF Item,Retail deposits and deposits from small business customers:,,,,2,Weighted value,,1,261953.0,"261,953",reported,0,1,asf_retail,,5,5,dbs_4q23_p3,nsfr_sep23,5,5,1
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,5,ASF Item,Retail deposits and deposits from small business customers:,Stable deposits,,,3,Unweighted value by residual maturity,No Maturity,2,72456.0,"72,456",reported,0,1,asf_retail_stable,,6,1,dbs_4q23_p3,nsfr_sep23,6,1,2
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,5,ASF Item,Retail deposits and deposits from small business customers:,Stable deposits,,,3,Unweighted value by residual maturity,< 6 months,2,5639.0,"5,639",reported,0,1,asf_retail_stable,,6,2,dbs_4q23_p3,nsfr_sep23,6,2,2
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,5,ASF Item,Retail deposits and deposits from small business customers:,Stable deposits,,,3,Unweighted value by residual maturity,6 months to <1 yr,2,101.0,101,reported,0,1,asf_retail_stable,,6,3,dbs_4q23_p3,nsfr_sep23,6,3,2
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,5,ASF Item,Retail deposits and deposits from small business customers:,Stable deposits,,,3,Unweighted value by residual maturity,≥ 1yr,2,15.0,15,reported,0,1,asf_retail_stable,,6,4,dbs_4q23_p3,nsfr_sep23,6,4,2
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,5,ASF Item,Retail deposits and deposits from small business customers:,Stable deposits,,,3,Weighted value,,1,74302.0,"74,302",reported,0,1,asf_retail_stable,,6,5,dbs_4q23_p3,nsfr_sep23,6,5,2
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,6,ASF Item,Retail deposits and deposits from small business customers:,Less stable deposits,,,3,Unweighted value by residual maturity,No Maturity,2,110779.0,"110,779",reported,0,1,asf_retail_less,,7,1,dbs_4q23_p3,nsfr_sep23,7,1,2
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,6,ASF Item,Retail deposits and deposits from small business customers:,Less stable deposits,,,3,Unweighted value by residual maturity,< 6 months,2,91595.0,"91,595",reported,0,1,asf_retail_less,,7,2,dbs_4q23_p3,nsfr_sep23,7,2,2
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,6,ASF Item,Retail deposits and deposits from small business customers:,Less stable deposits,,,3,Unweighted value by residual maturity,6 months to <1 yr,2,5815.0,"5,815",reported,0,1,asf_retail_less,,7,3,dbs_4q23_p3,nsfr_sep23,7,3,2
DBS Group Holdings Ltd,2023-09-30,nsfr,NSFR Disclosure Template,1.1,6,ASF Item,Retail deposits and deposits from small business customers:,Less stable deposits,,,3,Unweighted value by residual maturity,≥ 1yr,2,281.0,281,reported,0,1,asf_retail_less,,7,4,dbs_4q23_p3,nsfr_sep23,7,4,2
