page,y0,x0,text,font_size,bold,alignment,is_dateish
1,94.49,79.42,ThirdQuarter2022ResultsPressRelease,21.9,True,center,False
1,159.08,97.13,OCBC Group Third Quarter 2022 Net Profit Up 31% from the Previous Year to a New High of S$1.60 billion,13.55,True,center,False
1,160.12,161.46,OCBCGroupThirdQuarter2022NetProfit,13.6,True,center,False
1,180.27,97.78,Up31%fromthePreviousYeartoaNewHighofS$1.60billion,13.6,True,center,False
1,216.84,130.53,Nine months 2022 net profit rose to a record S$4.44 billion,11.99,True,center,False
1,650.13,68.89,3Q22 Year-on-Year Performance,9.96,True,left,False
2,535.03,68.94,3Q22 Quarter-on-Quarter Performance,9.95,True,left,False
3,91.78,69.08,Nine Months 2022 Performance,11.99,True,left,False
3,393.07,68.53,9M22 Year-on-Year Performance,9.95,True,left,False
4,91.74,72.12,Asset Quality and Allowances,11.99,True,left,False
6,91.41,71.95,"Message from Group CEO, Helen Wong",11.99,True,left,False
7,74.28,70.91,FINANCIALHIGHLIGHTS(unaudited),12.0,True,left,False
8,72.04,54.56,Further Information,11.99,True,left,False
