check,detail
as_at_magnitude,"Oversea-Chinese Banking Corpor pnl.provisions.stage12_gp 2024-06-30: as_at=-2581 vs 2Q=10 (ratio=0.0039, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor pnl.provisions.stage12_gp 2024-06-30: as_at=-2581 vs 2Q=-10 (ratio=0.0039, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.assets.customer_loans_gross 2024-06-30: as_at=303983 vs 1H=15 (ratio=4.9e-05, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.assets.customer_loans_gross 2024-06-30: as_at=303983 vs 1H=7847 (ratio=0.026, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.assets.customer_loans_gross 2024-06-30: as_at=303983 vs 1H=5.37 (ratio=1.8e-05, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.assets.customer_loans_gross 2024-06-30: as_at=303983 vs 1H=15 (ratio=4.9e-05, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.assets.customer_loans_gross 2024-06-30: as_at=303983 vs 1H=7847 (ratio=0.026, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.assets.customer_loans_gross 2024-06-30: as_at=303983 vs 1H=5.37 (ratio=1.8e-05, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.assets.customer_loans_gross 2024-06-30: as_at=303983 vs 2Q=15 (ratio=4.9e-05, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.assets.customer_loans_gross 2024-06-30: as_at=303983 vs 2Q=15 (ratio=4.9e-05, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.assets.customer_loans_net 2025-06-30: as_at=320413 vs NULL=7 (ratio=2.2e-05, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.assets.customer_loans_net 2025-06-30: as_at=320413 vs NULL=7 (ratio=2.2e-05, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.assets.customer_loans_net 2025-06-30: as_at=320413 vs NULL=1 (ratio=3.1e-06, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.liabilities.customer_deposits 2025-09-30: as_at=411 vs 3Q=11 (ratio=0.027, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.liabilities.customer_deposits 2025-09-30: as_at=411 vs 3Q=1 (ratio=0.0024, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.liabilities.customer_deposits 2025-09-30: as_at=411 vs 3Q=410596 (ratio=1e+03, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.liabilities.customer_deposits 2025-09-30: as_at=411 vs 9M=410596 (ratio=1e+03, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.liabilities.customer_deposits 2025-09-30: as_at=411 vs NULL=11 (ratio=0.027, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.liabilities.customer_deposits 2025-09-30: as_at=411 vs NULL=11 (ratio=0.027, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.liabilities.customer_deposits 2025-09-30: as_at=411 vs NULL=406943 (ratio=9.9e+02, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.liabilities.customer_deposits 2025-09-30: as_at=411 vs NULL=1 (ratio=0.0024, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.liabilities.customer_deposits 2025-09-30: as_at=411 vs NULL=11 (ratio=0.027, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.liabilities.customer_deposits 2025-09-30: as_at=411 vs NULL=1 (ratio=0.0024, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.liabilities.customer_deposits 2024-09-30: as_at=369 vs 9M=369280 (ratio=1e+03, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.liabilities.customer_deposits 2024-09-30: as_at=369 vs 3Q=369280 (ratio=1e+03, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor reg.liquidity.lcr_ratio 2025-09-30: as_at=141 vs 9M=284 (ratio=2, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor reg.liquidity.lcr_ratio 2025-09-30: as_at=141 vs 3Q=307 (ratio=2.2, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor reg.liquidity.lcr_ratio 2024-09-30: as_at=141 vs 9M=315 (ratio=2.2, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor reg.liquidity.lcr_ratio 2024-09-30: as_at=141 vs 3Q=337 (ratio=2.4, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.liabilities.deposits_casa 2025-09-30: as_at=206 vs NULL=15 (ratio=0.073, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.liabilities.deposits_casa 2025-09-30: as_at=206 vs NULL=2 (ratio=0.0097, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.liabilities.customer_deposits 2022-06-30: as_at=527828 vs 1H=760 (ratio=0.0014, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.liabilities.customer_deposits 2022-06-30: as_at=527828 vs 1H=0.3 (ratio=5.7e-07, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.liabilities.customer_deposits 2022-06-30: as_at=527828 vs 1H=760 (ratio=0.0014, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.liabilities.customer_deposits 2022-06-30: as_at=527828 vs 1H=0.3 (ratio=5.7e-07, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.liabilities.customer_deposits 2022-06-30: as_at=527828 vs NULL=63 (ratio=0.00012, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.liabilities.customer_deposits 2022-06-30: as_at=527828 vs NULL=84 (ratio=0.00016, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.liabilities.customer_deposits 2022-06-30: as_at=527828 vs NULL=147 (ratio=0.00028, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.liabilities.customer_deposits 2022-06-30: as_at=527828 vs NULL=40 (ratio=7.6e-05, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.liabilities.customer_deposits 2022-06-30: as_at=527828 vs NULL=158 (ratio=0.0003, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.liabilities.customer_deposits 2022-06-30: as_at=527828 vs NULL=198 (ratio=0.00038, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.liabilities.customer_deposits 2021-06-30: as_at=482837 vs 1H=613 (ratio=0.0013, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.liabilities.customer_deposits 2021-06-30: as_at=482837 vs 1H=0.26 (ratio=5.4e-07, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.liabilities.customer_deposits 2021-12-31: as_at=501959 vs 2H=571 (ratio=0.0011, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.liabilities.customer_deposits 2021-12-31: as_at=501959 vs 2H=0.23 (ratio=4.6e-07, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.liabilities.customer_deposits 2021-12-31: as_at=501959 vs 2H=571 (ratio=0.0011, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.liabilities.customer_deposits 2021-12-31: as_at=501959 vs 2H=0.23 (ratio=4.6e-07, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.assets.total 2025-03-31: as_at=840956 vs NULL=7 (ratio=8.3e-06, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.assets.total 2025-03-31: as_at=840956 vs NULL=2 (ratio=2.4e-06, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.assets.total 2025-09-30: as_at=881622 vs NULL=12 (ratio=1.4e-05, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.assets.total 2025-09-30: as_at=881622 vs NULL=5 (ratio=5.7e-06, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"DBS Group Holdings Ltd bs.assets.total 2025-09-30: as_at=881622 vs NULL=12 (ratio=1.4e-05, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.assets.npa 2024-03-31: as_at=3040 vs 1Q=18 (ratio=0.0059, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.liabilities.customer_deposits 2024-03-31: as_at=370 vs 1Q=369841 (ratio=1e+03, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.liabilities.customer_deposits 2024-03-31: as_at=370 vs 1Q=369841 (ratio=1e+03, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.liabilities.customer_deposits 2024-03-31: as_at=370 vs 1Q=369841 (ratio=1e+03, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.liabilities.customer_deposits 2024-03-31: as_at=370 vs 1Q=369841 (ratio=1e+03, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.liabilities.customer_deposits 2024-03-31: as_at=370 vs 1Q=369841 (ratio=1e+03, seg=SEG_TOTAL, geo=GLOBAL)"
as_at_magnitude,"Oversea-Chinese Banking Corpor bs.liabilities.customer_deposits 2024-03-31: as_at=370 vs 1Q=369841 (ratio=1e+03, seg=SEG_TOTAL, geo=GLOBAL)"
