page,table_idx,x0,y0,x1,y1
1,0,67.4,422.48,539.86,680.76
2,0,68.77,112.24,546.97,356.75
4,0,71.36,110.85,543.42,336.92
5,0,69.52,113.6,541.14,304.5
7,0,69.92,107.71,530.99,712.3
